radio,mcc,net,area,cell,unit,lon,lat,range,samples,changeable,created,updated,averageSignal,geometry
UMTS,429,1,4118,38735,16.0,85.3446954,27.6855348,45,2,1,1504704357,1504704357,,POINT (85.34469540000001 27.6855348)
UMTS,429,1,4118,38736,17.0,85.34404559999999,27.6854947,88,4,1,1504400118,1504704357,,POINT (85.34404559999999 27.6854947)
UMTS,429,1,4118,38739,17.0,85.3436493,27.685686699999998,91,3,1,1504400118,1504706947,,POINT (85.3436493 27.6856867)
UMTS,429,1,4118,38928,33.0,85.34435,27.685273,0,1,1,1504704357,1504704357,,POINT (85.34435000000001 27.685273)
UMTS,429,1,4118,38929,34.0,85.34467420000001,27.6855187,42,2,1,1504704357,1504704357,,POINT (85.34467420000001 27.6855187)
UMTS,429,1,4118,38997,184.0,85.349016,27.695183,0,1,1,1504702142,1504702142,,POINT (85.34901600000001 27.695183)
UMTS,429,1,5501,1068727,16.0,80.61200240000001,29.1933633,48,2,1,1490031815,1490031815,,POINT (80.61200240000001 29.1933633)
UMTS,429,1,10105,414630,,85.31082099999999,27.718006,0,1,1,1490113128,1490113128,,POINT (85.31082099999999 27.718006)
UMTS,429,1,10116,416622,,85.2643704,27.617030600000003,49,3,1,1509855805,1509855805,,POINT (85.2643704 27.6170306)
UMTS,429,1,10201,11302,466.0,85.313525,27.731240000000003,0,1,1,1498540519,1498540519,,POINT (85.313525 27.73124)
UMTS,429,1,10201,11305,369.0,85.312837,27.731284000000002,0,1,1,1492150011,1492150011,,POINT (85.312837 27.731284)
UMTS,429,1,10201,13143,0.0,85.317548,27.735048,0,1,1,1492933618,1492933618,,POINT (85.317548 27.735048)
UMTS,429,1,10201,217210,25.0,85.404852,27.7338391,764,6,1,1484982418,1491630344,,POINT (85.40485200000001 27.7338391)
UMTS,429,1,10201,217249,192.0,85.3419229,27.746017,164,12,1,1492165756,1510126093,,POINT (85.3419229 27.746017)
UMTS,429,1,10201,217251,194.0,85.34135090000001,27.745670299999997,496,11,1,1464955712,1509877492,,POINT (85.34135090000001 27.7456703)
UMTS,429,1,10201,217252,192.0,85.3421551,27.7462767,322,23,1,1492174612,1510122526,,POINT (85.3421551 27.7462767)
UMTS,429,1,10201,217253,193.0,85.3406975,27.7435342,230,4,1,1464779414,1495014633,,POINT (85.3406975 27.7435342)
UMTS,429,1,10201,217254,194.0,85.34152259999999,27.7458712,980,35,1,1464955712,1510069689,,POINT (85.34152259999999 27.7458712)
UMTS,429,1,10201,217269,3.0,85.3488752,27.7559292,201,20,1,1493461007,1495014633,,POINT (85.34887519999999 27.7559292)
UMTS,429,1,10201,217270,,85.348826,27.753218,0,1,1,1500811457,1500811457,,POINT (85.348826 27.753218)
UMTS,429,1,10201,217271,5.0,85.3474648,27.7536201,209,12,1,1493461007,1500811457,,POINT (85.3474648 27.7536201)
UMTS,429,1,10201,217272,3.0,85.348582,27.755595399999997,159,10,1,1493461037,1493461037,,POINT (85.34858199999999 27.7555954)
UMTS,429,1,10201,217273,,85.3491026,27.753184700000002,10,2,1,1501234215,1501517028,,POINT (85.34910259999999 27.7531847)
UMTS,429,1,10201,217274,5.0,85.34715920000001,27.753003399999997,251,27,1,1493461037,1501264409,,POINT (85.34715920000001 27.7530034)
UMTS,429,1,10201,217409,131.0,85.36712879999999,27.7866349,247,15,1,1495014633,1495014633,,POINT (85.36712879999999 27.7866349)
UMTS,429,1,10201,217410,132.0,85.3658097,27.782799699999998,281,17,1,1495014633,1495014633,,POINT (85.3658097 27.7827997)
UMTS,429,1,10201,217419,387.0,85.3587319,27.771426300000005,295,22,1,1472268789,1495014633,,POINT (85.3587319 27.77142630000001)
UMTS,429,1,10201,217423,388.0,85.3570726,27.769186199999996,154,11,1,1493461037,1495014633,,POINT (85.3570726 27.7691862)
UMTS,429,1,10201,217424,389.0,85.3552641,27.767342699999997,289,23,1,1472268789,1495014633,,POINT (85.3552641 27.7673427)
UMTS,429,1,10201,217439,96.0,85.3632631,27.778512300000003,246,37,1,1493461007,1495014633,,POINT (85.3632631 27.7785123)
UMTS,429,1,10201,217440,97.0,85.36039170000001,27.7742896,433,50,1,1444626231,1495014633,,POINT (85.36039170000001 27.7742896)
UMTS,429,1,10201,217441,98.0,85.3620933,27.7778289,545,30,1,1429790602,1495014633,,POINT (85.3620933 27.7778289)
UMTS,429,1,10201,217442,96.0,85.3656792,27.778565000000004,591,13,1,1472268789,1495014633,,POINT (85.3656792 27.778565)
UMTS,429,1,10201,217499,168.0,85.3360766,27.7298553,38,3,1,1492090352,1492090352,,POINT (85.3360766 27.7298553)
UMTS,429,1,10201,217570,36.0,85.3413431,27.7364724,106,10,1,1493286117,1494131358,,POINT (85.3413431 27.7364724)
UMTS,429,1,10201,217573,36.0,85.3419688,27.735609000000004,167,4,1,1479141080,1493286117,,POINT (85.3419688 27.735609)
UMTS,429,1,10201,217574,37.0,85.3371359,27.734870299999997,117,5,1,1495014633,1495014633,,POINT (85.33713590000001 27.7348703)
UMTS,429,1,10201,217650,148.0,85.3322815,27.741803100000002,595,42,1,1439110036,1494091051,,POINT (85.33228149999999 27.7418031)
UMTS,429,1,10201,217653,148.0,85.3322517,27.7410882,588,48,1,1439110036,1511610305,,POINT (85.3322517 27.7410882)
UMTS,429,1,10201,217663,76.0,85.33214699999999,27.746374,0,1,1,1482809588,1482809588,,POINT (85.33214699999999 27.746374)
UMTS,429,1,10201,217671,67.0,85.33369880000001,27.7265135,3465,21,1,1435919135,1489340203,,POINT (85.33369880000001 27.7265135)
UMTS,429,1,10201,217674,67.0,85.3319623,27.7455782,416,30,1,1436630791,1494091051,,POINT (85.3319623 27.7455782)
UMTS,429,1,10201,217679,,85.3366247,27.749219800000002,1064,92,1,1492099112,1492212129,,POINT (85.3366247 27.7492198)
UMTS,429,1,10201,217681,34.0,85.3320646,27.7461592,170,222,1,1447150586,1503766569,,POINT (85.3320646 27.7461592)
UMTS,429,1,10201,217682,,85.33752199999999,27.748446100000002,1417,87,1,1492098921,1492212867,,POINT (85.33752199999999 27.7484461)
UMTS,429,1,10201,217684,34.0,85.33204920000001,27.7461703,134,220,1,1447150586,1494091051,,POINT (85.33204920000001 27.7461703)
UMTS,429,1,10201,217719,304.0,85.3456069,27.7311146,1321,31,1,1431234998,1510190468,,POINT (85.34560690000001 27.7311146)
UMTS,429,1,10201,217720,305.0,85.3469709,27.729380300000003,253,21,1,1423193841,1510190468,,POINT (85.3469709 27.7293803)
UMTS,429,1,10201,217721,306.0,85.3444025,27.7310832,230,18,1,1472140400,1494131358,,POINT (85.3444025 27.7310832)
UMTS,429,1,10201,217722,304.0,85.3478715,27.7298848,1078,31,1,1429703814,1510190468,,POINT (85.3478715 27.7298848)
UMTS,429,1,10201,217723,305.0,85.34590250000001,27.728392600000003,131,3,1,1498157433,1506739476,,POINT (85.34590250000001 27.7283926)
UMTS,429,1,10201,217724,306.0,85.344164,27.7306896,376,23,1,1429703821,1510190468,,POINT (85.34416400000001 27.7306896)
UMTS,429,1,10201,217849,240.0,85.3369167,27.7404557,265,40,1,1447664093,1509701179,,POINT (85.3369167 27.7404557)
UMTS,429,1,10201,217850,241.0,85.33986,27.738317,177,16,1,1492176603,1494131358,,POINT (85.33986 27.738317)
UMTS,429,1,10201,217851,242.0,85.33601,27.738753600000003,320,30,1,1420955514,1491700212,,POINT (85.33601 27.7387536)
UMTS,429,1,10201,217852,240.0,85.3361318,27.740710600000003,772,51,1,1449046855,1502115070,,POINT (85.3361318 27.7407106)
UMTS,429,1,10201,217853,241.0,85.3392573,27.738829700000004,258,15,1,1464955712,1493286117,,POINT (85.3392573 27.7388297)
UMTS,429,1,10201,217854,242.0,85.33558590000001,27.7404604,763,24,1,1423672053,1510190468,,POINT (85.33558590000001 27.7404604)
UMTS,429,1,10201,217910,369.0,85.31109029999999,27.731396000000004,725,199,1,1423915639,1499430447,,POINT (85.31109029999999 27.731396)
UMTS,429,1,10201,217911,370.0,85.3114804,27.730905699999997,664,44,1,1423915639,1502144710,,POINT (85.31148039999999 27.7309057)
UMTS,429,1,10201,217912,368.0,85.308215,27.7335412,336,46,1,1423915608,1493348978,,POINT (85.308215 27.7335412)
UMTS,429,1,10201,217913,369.0,85.3114304,27.731581199999997,753,131,1,1423915638,1499385785,,POINT (85.31143040000001 27.7315812)
UMTS,429,1,10201,217920,,85.3099611,27.738052500000002,51,9,1,1482049907,1482300771,,POINT (85.3099611 27.7380525)
UMTS,429,1,10201,217921,450.0,85.3088059,27.739075800000002,341,89,1,1437203899,1482299910,,POINT (85.3088059 27.7390758)
UMTS,429,1,10201,217923,,85.3102773,27.7382952,118,6,1,1482049620,1482299254,,POINT (85.3102773 27.7382952)
UMTS,429,1,10201,217924,450.0,85.3086729,27.7389567,497,114,1,1437567170,1493348978,,POINT (85.3086729 27.7389567)
UMTS,429,1,10201,217940,217.0,85.313238,27.7347267,169,8,1,1439608468,1487593985,,POINT (85.313238 27.7347267)
UMTS,429,1,10201,217941,218.0,85.3103778,27.7353626,494,20,1,1426562543,1493348978,,POINT (85.3103778 27.7353626)
UMTS,429,1,10201,217943,217.0,85.3122946,27.734487800000004,250,10,1,1439608468,1493376736,,POINT (85.3122946 27.7344878)
UMTS,429,1,10201,217944,218.0,85.31043129999999,27.7351359,486,28,1,1439608468,1495291480,,POINT (85.31043129999999 27.7351359)
UMTS,429,1,10201,217949,264.0,85.3508434,27.725294199999997,153,2,1,1420955526,1485701375,,POINT (85.3508434 27.7252942)
UMTS,429,1,10201,217950,265.0,85.3482204,27.722113399999998,353,250,1,1491997727,1512395751,,POINT (85.3482204 27.7221134)
UMTS,429,1,10201,217953,265.0,85.34832,27.722347999999997,867,202,1,1436179976,1512475256,,POINT (85.34832 27.722348)
UMTS,429,1,10201,217954,266.0,85.3439116,27.724942300000002,188,5,1,1496579571,1507189390,,POINT (85.3439116 27.7249423)
UMTS,429,1,10201,217959,176.0,85.377973,27.760119,0,1,1,1496586418,1496586418,,POINT (85.377973 27.760119)
UMTS,429,1,10201,217960,177.0,85.3469474,27.749375,20,2,1,1493461007,1493461007,,POINT (85.3469474 27.749375)
UMTS,429,1,10201,217961,178.0,85.346351,27.7508135,163,10,1,1493461007,1493461007,,POINT (85.346351 27.7508135)
UMTS,429,1,10201,217963,177.0,85.3468882,27.7480485,278,24,1,1493461007,1495014633,,POINT (85.3468882 27.7480485)
UMTS,429,1,10201,217964,178.0,85.3461343,27.75047,162,18,1,1472031532,1495014633,,POINT (85.3461343 27.75047)
UMTS,429,1,10201,218063,2.0,85.3262289,27.740280199999997,110,7,1,1490209748,1490209748,,POINT (85.3262289 27.7402802)
UMTS,429,1,10201,218064,3.0,85.325695,27.738934999999998,0,1,1,1490209748,1490209748,,POINT (85.325695 27.738935)
UMTS,429,1,10201,218150,17.0,85.34418640000001,27.7367952,680,16,1,1432286263,1510190468,,POINT (85.34418640000001 27.7367952)
UMTS,429,1,10201,218151,18.0,85.342446,27.734693,0,1,1,1484711064,1484711064,,POINT (85.342446 27.734693)
UMTS,429,1,10201,218153,17.0,85.348342,27.738871000000003,0,1,1,1492477911,1492477911,,POINT (85.348342 27.738871)
UMTS,429,1,10201,218154,18.0,85.3416115,27.736097700000002,232,15,1,1464955712,1493286117,,POINT (85.3416115 27.7360977)
UMTS,429,1,10201,218271,82.0,85.3512138,27.7463919,407,6,1,1434120524,1506739476,,POINT (85.3512138 27.7463919)
UMTS,429,1,10201,218289,456.0,85.378361,27.744909999999997,0,1,1,1504372598,1504372598,,POINT (85.378361 27.74491)
UMTS,429,1,10201,218292,456.0,85.378361,27.744909999999997,0,1,1,1504372598,1504372598,,POINT (85.378361 27.74491)
UMTS,429,1,10201,218599,277.0,85.3531872,27.7638012,234,13,1,1493461007,1493461007,,POINT (85.35318719999999 27.7638012)
UMTS,429,1,10201,218600,275.0,85.36142149999999,27.762306800000005,1477,7,1,1457743789,1496586418,,POINT (85.36142149999999 27.7623068)
UMTS,429,1,10201,218601,276.0,85.3511927,27.759695100000002,309,30,1,1493461007,1495014633,,POINT (85.3511927 27.7596951)
UMTS,429,1,10201,218602,277.0,85.3509707,27.759431899999996,300,17,1,1493461037,1493461037,,POINT (85.3509707 27.7594319)
UMTS,429,1,10201,218603,275.0,85.353078,27.7633183,193,12,1,1493461037,1493461037,,POINT (85.353078 27.7633183)
UMTS,429,1,10201,218609,19.0,85.3323948,27.735892699999997,179,17,1,1449243202,1493348937,,POINT (85.3323948 27.7358927)
UMTS,429,1,10201,218610,20.0,85.32987059999999,27.733713899999998,224,27,1,1443841280,1504889161,,POINT (85.32987059999999 27.7337139)
UMTS,429,1,10201,218612,19.0,85.3324724,27.7359292,319,23,1,1423672053,1493376777,,POINT (85.3324724 27.7359292)
UMTS,429,1,10201,218613,20.0,85.3298975,27.730323100000003,2885,101,1,1439608468,1509701179,,POINT (85.3298975 27.7303231)
UMTS,429,1,10201,218689,195.0,85.3476555,27.737578600000003,478,18,1,1429615078,1493461037,,POINT (85.3476555 27.7375786)
UMTS,429,1,10201,218690,196.0,85.3485877,27.736432399999995,16,2,1,1493461007,1493461007,,POINT (85.3485877 27.73643239999999)
UMTS,429,1,10201,218691,197.0,85.3469704,27.7354946,181,10,1,1493461007,1493461037,,POINT (85.3469704 27.7354946)
UMTS,429,1,10201,218692,195.0,85.3486913,27.738239299999996,775,25,1,1459932897,1493461037,,POINT (85.3486913 27.7382393)
UMTS,429,1,10201,218693,196.0,85.3500912,27.7362039,275,13,1,1493461007,1506739476,,POINT (85.35009119999999 27.7362039)
UMTS,429,1,10201,218694,197.0,85.348026,27.736659999999997,0,1,1,1493461007,1493461007,,POINT (85.348026 27.73666)
UMTS,429,1,10201,218751,85.0,85.3774751,27.758906500000002,154,4,1,1496586418,1496586418,,POINT (85.3774751 27.7589065)
UMTS,429,1,10201,218754,85.0,85.376564,27.761606,0,1,1,1496586418,1496586418,,POINT (85.376564 27.761606)
UMTS,429,1,10201,218934,67.0,85.331849,27.746166,0,1,1,1487002962,1487002962,,POINT (85.33184900000001 27.746166)
UMTS,429,1,10201,219320,465.0,85.31916640000001,27.7297294,310,34,1,1465356116,1498540519,,POINT (85.31916640000001 27.7297294)
UMTS,429,1,10201,219321,466.0,85.31657659999999,27.731275800000002,352,31,1,1456055426,1499387712,,POINT (85.31657659999999 27.7312758)
UMTS,429,1,10201,219322,464.0,85.3203124,27.733744399999996,300,14,1,1455684559,1508647725,,POINT (85.32031240000001 27.7337444)
UMTS,429,1,10201,219324,464.0,85.31687690000001,27.730764500000003,426,23,1,1472268789,1508647725,,POINT (85.31687690000001 27.7307645)
UMTS,429,1,10201,219430,129.0,85.36210240000001,27.7843093,324,3,1,1488178819,1511010396,,POINT (85.36210240000001 27.7843093)
UMTS,429,1,10201,219619,4.0,85.32894449999999,27.7404321,219,3,1,1479141080,1492659431,,POINT (85.32894449999999 27.7404321)
UMTS,429,1,10201,219622,4.0,85.3288386,27.7405924,229,21,1,1479544476,1493286111,,POINT (85.3288386 27.7405924)
UMTS,429,1,10201,219624,6.0,85.3275778,27.7396076,48,2,1,1492659431,1493286111,,POINT (85.3275778 27.7396076)
UMTS,429,1,10201,219750,92.0,85.3190413,27.735187,118,8,1,1493348978,1493348978,,POINT (85.31904129999999 27.735187)
UMTS,429,1,10201,219751,93.0,85.31765959999998,27.735110700000003,77,10,1,1443739184,1493348978,,POINT (85.31765959999998 27.7351107)
UMTS,429,1,10201,219753,92.0,85.32128929999999,27.7357738,212,26,1,1449229055,1493376736,,POINT (85.32128929999999 27.7357738)
UMTS,429,1,10201,219754,93.0,85.3177233,27.734970500000003,136,24,1,1443739184,1493376736,,POINT (85.3177233 27.7349705)
UMTS,429,1,10201,219803,401.0,85.33828620000001,27.762456099999998,1586,4,1,1449599379,1493461037,,POINT (85.33828620000001 27.7624561)
UMTS,429,1,10201,219832,229.0,85.336338,27.725056,0,1,1,1491790008,1491790008,,POINT (85.336338 27.725056)
UMTS,429,1,10201,220370,73.0,85.35205500000001,27.746144,0,1,1,1506739476,1506739476,,POINT (85.35205500000001 27.746144)
UMTS,429,1,10201,220372,72.0,85.3474258,27.7447365,200,18,1,1493461007,1493461037,,POINT (85.3474258 27.7447365)
UMTS,429,1,10201,220373,73.0,85.3473864,27.742910300000002,86,6,1,1493461007,1493461037,,POINT (85.3473864 27.7429103)
UMTS,429,1,10201,220374,74.0,85.348099,27.7415734,214,19,1,1493461007,1493461037,,POINT (85.348099 27.7415734)
UMTS,429,1,10201,220679,0.0,85.3155886,27.734804999999998,211,23,1,1450980143,1493348978,,POINT (85.3155886 27.734805)
UMTS,429,1,10201,220680,1.0,85.3159666,27.733034399999998,111,8,1,1492933618,1498540519,,POINT (85.3159666 27.7330344)
UMTS,429,1,10201,220681,2.0,85.3131872,27.731795899999998,454,82,1,1430568914,1499430447,,POINT (85.3131872 27.7317959)
UMTS,429,1,10201,220682,0.0,85.318698,27.734116399999998,1235,19,1,1431160968,1493376736,,POINT (85.318698 27.7341164)
UMTS,429,1,10201,220684,2.0,85.3136713,27.732235,360,83,1,1439608468,1499387712,,POINT (85.3136713 27.732235)
UMTS,429,1,10201,220709,26.0,85.3360266,27.737092999999998,357,14,1,1488122480,1510754050,,POINT (85.3360266 27.737093)
UMTS,429,1,10201,220710,53.0,85.3342991,27.7373201,162,19,1,1488122521,1508729529,,POINT (85.3342991 27.7373201)
UMTS,429,1,10201,220711,54.0,85.336376,27.739382199999998,27,2,1,1469290886,1512241698,,POINT (85.336376 27.7393822)
UMTS,429,1,10201,220712,26.0,85.3360952,27.7381341,485,20,1,1478849997,1508729529,,POINT (85.3360952 27.7381341)
UMTS,429,1,10201,220713,53.0,85.33462,27.737282899999997,219,30,1,1472123588,1510754050,,POINT (85.33462 27.7372829)
UMTS,429,1,10201,220714,54.0,85.3364308,27.739155,126,16,1,1478849997,1508729529,,POINT (85.3364308 27.739155)
UMTS,429,1,10201,221042,125.0,85.43350190000001,27.7331649,4440,14,1,1442649255,1503803216,,POINT (85.43350190000001 27.7331649)
UMTS,429,1,10201,221159,59.0,85.34232800000001,27.734846899999997,95,5,1,1473233238,1494131358,,POINT (85.34232800000001 27.7348469)
UMTS,429,1,10201,221160,60.0,85.343685,27.7332242,233,22,1,1473233238,1510190468,,POINT (85.34368499999999 27.7332242)
UMTS,429,1,10201,221162,59.0,85.34260350000001,27.7344469,129,5,1,1457972498,1493286117,,POINT (85.34260350000001 27.7344469)
UMTS,429,1,10201,221163,60.0,85.3431182,27.733448,308,11,1,1457972498,1493286117,,POINT (85.34311820000001 27.733448)
UMTS,429,1,10201,221164,61.0,85.341216,27.728715,0,1,1,1507820110,1507820110,,POINT (85.341216 27.728715)
UMTS,429,1,10201,221201,125.0,85.413989,27.750209,0,1,1,1503803216,1503803216,,POINT (85.413989 27.750209)
UMTS,429,1,10201,221429,432.0,85.34356590000002,27.7284042,174,10,1,1493461007,1493461007,,POINT (85.34356590000002 27.7284042)
UMTS,429,1,10201,221430,433.0,85.3447447,27.725005600000003,514,15,1,1451397252,1510190468,,POINT (85.34474470000001 27.7250056)
